,competence,tube,skill_id,level,challenge_id,instruction,delta,alpha,type,timer,hasEmbedUrl,pedagogy,format
1124,4.2,@cnil,skill19Zecbq0Baf0zY,5,challenge1amYkIKkUQdUnO,"Jalil, citoyen européen, a donné des informations le concernant en remplissant un formulaire pour participer à un concours en ligne. 

D’après le Règlement général sur la protection des données, Jalil peut :",1.2757292985916138,0.9857354164123536,QCM,,False,q-situation,mots
1125,3.1,@miseEnFormeTttTxt,recpWP0L4hcjHyDfq,5,challenge2OFX1VfLpg6AUt,"Appliquez à tous les paragraphes du document à télécharger, **à l’exception des titres et des sous-titres**, la mise en forme suivante :

* chaque paragraphe doit être espacé de 0,42 cm ou 12 pt du paragraphe qui suit
* les textes **ne** doivent **pas** être en retrait à droite et à gauche

Après ces modifications, sur quelle page se trouve le titre « La cheminée » dans le chapitre « Informations diverses » ?",2.778221845626831,1.838383436203003,QROC,,False,e-preuve,nombre
1126,2.2,@fonctionnementStreaming,skill2NcqTNUFXclcp4,7,challenge1by1FV62tdsC3a,"Elena is broadcasting a video game live. 

The screenshot below shows the statistics for her live streaming video feed.

Which of the following statements are true?",2.958411931991577,1.8359196186065676,QCM,,False,q-situation,mots
1127,3.1,@outilsStdTexte,skill1Qve4h7BKqtoCy,7,challenge1BMoo5kKZy8DVI,"Le document à télécharger contient deux erreurs récurrentes :
* Deux mots ont été inversés. Échangez les mots « Tourterelle » et « Oie ».
* Des tabulations ont été insérées à des endroits inattendus. Supprimez toutes les tabulations du document.

Après ces modifications :
* Quel est le dernier mot de la page 36 ?
* Combien d’occurrences du mot « Volition » le document contient-il ?",3.220595121383667,1.6787663698196411,QROCM-ind,,False,e-preuve,petit
1128,4.3,@cyberdépendance,skill1XHXuoegqyczKP,2,challengeO90VyZB6mWUxc,"John passe beaucoup de temps à aller sur les réseaux sociaux et à jouer avec son smartphone.

Changez les paramètres de son smartphone pour qu’il passe moins de temps en ligne :

* Limitez les applications de **réseaux sociaux** à **2 heures** par jour.
* Limitez les applications de **jeu** à **1 heure** par jour.
",-2.1268978118896484,1.6991126537322998,QROC,,True,q-situation,mots
1129,3.1,@outilsStdTexte,skill1q68reC4dozPYp,6,challenge2rdrKbornUuTB3,"Le document à télécharger contient des informations sur des astéroïdes.

Des lignes vides y ont été insérées par erreur.

Supprimez toutes les marques de fin de paragraphe dans ce document.

Quel est le nom du premier astéroïde de la page 14 ?",2.6052701473236084,2.021754741668701,QROC,,False,e-preuve,petit
1130,2.3,@partageDroits,skill2RNRpgqL9g9UlH,5,challenge1dmnAh83kqt09I,"Donald a rédigé dans un document en ligne des conseils pour bien jouer au tennis.

Il envoie à Karim et Francesca le lien d’accès au document .

Karim fait suivre le lien à tous les membres du club de tennis.

Les paramètres de partage du document de Donald sont visibles dans l’image ci-dessous.

Quelles affirmations sont vraies à propos de ce document ?",0.9806714057922364,0.9901169538497924,QCM,,False,q-situation,mots
1131,2.3,@cloudPartagé,skillTVnclH74vOiMr,5,challenge1elkIUQg5Hszvh,"Deux personnes rejoignent votre entreprise et ont accès à l'espace Pix cloud ci-dessous : 

- Andrea (andrea@pixmail.org), stagiaire en marketing, doit pouvoir consulter les fichiers de son équipe.
- Bruno (bruno@pixmail.org), nouveau directeur du pôle financier, doit pouvoir paramétrer les droits de son équipe.

Faites en sorte que Andrea et Bruno puissent travailler avec leur équipe sur cet espace.",0.5691674947738647,1.4283370971679688,QROC,,True,,mots
1132,1.3,@extraire,skillLdttZJHJItcb9,6,challenge2sNDVoMwmmXk1a,"Les données fournies dans le fichier à télécharger peuvent être synthétisées par le tableau récapitulatif ci-dessous.

Dans le fichier, générez ce tableau automatiquement (tableau croisé dynamique ou table de pilote) à partir des quatre premières colonnes.

Il manque 5 valeurs dans le tableau ci-dessous. Retrouvez-les dans votre tableau, puis reportez-les arrondies à l’entier le plus proche.

<div>
    <style>
        #editor_table {
            border-collapse: collapse;
            text-align: center;
            margin-left: 8px;
            margin-top:1rem; 
            margin-bottom: 12px;
            font-size:80%;
        }        
         #editor_table th {
            text-align: center;
            border: 1px solid black;
            padding: 6px;
        }
        #editor_table th.titre {
            color: white;
            background: #585F75;
        }
        #editor_table td {
            text-align: right;
            border: 1px solid black;
            padding: 6px;
        }
        #editor_table td.a-trouver {
            text-align: center;
            background-color: #56A0E2;
            color: white;
            font-weight: bold;
        }
         #editor_table td.total {
            font-weight: bold;
        }
    </style>
    <table id=""editor_table"">
        <caption class=""sr-only"">Moyenne des notes</caption>
        <thead>
            <tr>
                <th aria-hidden=""true"">Moyenne des notes</th>
                <th colspan=""4"" id=""saveurs"" class=""titre"" scope=""colgroup"">Saveur</th>
            </tr>
            <tr>
                <th scope=""col"" class=""titre"">Âge</th>
                <th scope=""col"" headers=""saveurs"">Banane</th>
                <th scope=""col"" headers=""saveurs"">Cerise</th>
                <th scope=""col"" headers=""saveurs"">Kiwi</th>
                <th scope=""col"">Total</th>
            </tr>
            </thead>
            <tbody>
            <tr>
                <th scope=""row"">20-29</th>
                <td class=""a-trouver"">valeur 1<span class=""sr-only"">&nbsp;à trouver</span></td>
                <td>57</td>
                <td>43</td>
                <td class=""total"">59</td>
            </tr>
            <tr>
                <th scope=""row"">30-39</th>
                <td>65</td>
                <td class=""a-trouver"">valeur 2<span class=""sr-only"">&nbsp;à trouver</span></td>
                <td>46</td>
                <td class=""total"">56</td>
            </tr>
            <tr>
                <th scope=""row"">40-49</th>
                <td>55</td>
                <td class=""a-trouver"">valeur 3<span class=""sr-only"">&nbsp;à trouver</span></td>
                <td>44</td>
                <td class=""total"">52</td>
            </tr>
            <tr>
                <th scope=""row"">50-59</th>
                <td>58</td>
                <td>52</td>
                <td class=""a-trouver"">valeur 4<span class=""sr-only"">&nbsp;à trouver</span></td>
                <td class=""total"">56</td>
            </tr>
            <tr>
                <th scope=""row"">60-69</th>
                <td>68</td>
                <td>67</td>
                <td class=""a-trouver"">valeur 5<span class=""sr-only"">&nbsp;à trouver</span></td>
                <td class=""total"">65</td>
            </tr>
            <tr>
                <th scope=""row"">Total</th>
                <td class=""total"">63</td>
                <td class=""total"">57</td>
                <td class=""total"">51</td>
                <td class=""total"">57</td>
            </tr>
        </tbody>
    </table>
</div>",2.2479236125946045,2.092360258102417,QROCM-ind,,False,e-preuve,petit
1133,3.2,@outilImage,skill22l4nGhlgv8v2c,2,challenge1V4RCjlZPMVDu0,Lequel de ces fichiers est une image ? ,-1.131023645401001,1.2243170738220217,QCU,,False,q-savoir,mots
1134,1.2,@propFichier,skillQTc9KmavZsGJk,2,challengeVsMp22ynOmMLA,"Dans l’application ci-dessous :
* Quel est le nom du fichier de type **Image** ?
* Quelle est la taille de ce fichier ?",-1.2053722143173218,1.4474631547927856,QROCM-ind,,True,q-situation,mots
1135,4.2,@tracesPratiques,skill1F9wXSYm3T8gEA,1,challenge2mN7gqyKxisamt,"Esteban ne veut pas transmettre sa position géographique.

Sur quelle icône doit-il appuyer ?",-2.7616963386535645,0.9409219026565552,QCU,,False,q-savoir,mots
1136,2.4,@nomDomaine,skill15Y3DsKCiON89e,3,challenge2sImtrhImMpCMy,Quel est le **nom de domaine** de [cette page](https://www.ameli.fr/assure/actualites) ? ,-1.004707932472229,0.4157276153564453,QCU,,False,q-situation,mots
1137,3.3,@paramImpression,skill18zfLS0c9jkjI6,3,challenge20VrW6IZrmyewr,Combien de feuilles de papier cette impression va-t-elle consommer ?,0.9018284678459167,1.6138176918029783,QROC,,False,q-situation,nombre
1138,1.3,@extraire,rec1vRwGybfjq1Adm,1,challenge14qj2YF047PT2N,"Le tableau ci-dessous affiche un catalogue de chaussures. 

À l’aide d’un filtre, affichez uniquement les chaussures de **couleur rouge**. 

Combien y a-t-il de résultats ?",-0.9688671827316284,1.5955668687820437,QROC,,True,e-preuve,nombre
1139,2.3,@cloudPartagé,skill1ZbL7rBqabrOQG,3,challenge1Kw4ki5T3BgvOk,"Dans votre entreprise, vous rejoignez l'équipe juridique et avez accès à un espace partagé. 

Répondez aux questions.",-0.0759802907705307,1.235004186630249,QROCM-ind,,True,,petit
1140,3.3,@miseEnPageTxt,skill2IYymujWIrDEMB,1,challenge1qhUh1M5vUDh1t,Quelle est l'**orientation** de cette page ?,-1.0921860933303833,0.7051469087600708,QCU,,False,q-situation,mots
1141,2.1,@répondreMail,skill23T56eJa5DTgbI,4,challenge1DwQ8MrNrKPk5P,"In the email messaging service below, open the email Milena sent about Granny’s birthday.
 
**Reply to all except Granny**: ""What will you offer?""
 
What does Jeremy reply?",0.21567019075155255,2.123885989189148,QROC,,True,e-preuve,mots
1142,3.2,@manipVect,recxq4MHjqRo6EmVz,6,rec2D0qeMZ55AWBxn,"Dans la présentation à télécharger, mettez les trois X dans le losange en déplaçant en même temps toutes les lettres d'une même forme.

Quel mot obtenez-vous sur la 2<sup>e</sup> ligne ?",1.9743443727493288,1.662864089012146,QROC,,False,e-preuve,petit
1143,3.1,@structureHiérarchique,rec6Q34O6fdm4Q9q7,5,recSLHtqDiR8uEf4C,"Dans la table des matières du document à télécharger, le chapitre 6 et ses 2 sections n'apparaissent pas.

Trouvez l'erreur dans la structure du document et corrigez-la.

Mettez à jour la table des matières.

Quel est le mot formé par les lettres en majuscules de la table des matières après sa mise à jour ?",1.9051671028137207,1.9107221364974976,QROC,,False,e-preuve,mots
1144,3.4,@écrireAlgo,skill18KWZ0HbzHEuQd,6,challengeYhzrNJqA2JZcS,"Ce robot doit se déplacer entre les caisses.

Programmez-le pour qu’il atteigne l'étoile et s'arrête sans se cogner.

Utilisez 8 blocs au maximum.",2.210044384002685,2.290967464447021,QROC,,True,e-preuve,mots
1145,2.4,@identitenum,skill1vXuc7NVbMTgr4,5,challenge2W0qieVRD6WI9m,"Parmi ces éléments, lesquels contribuent à l’identité numérique d’une personne ?
",2.652512311935425,0.5389083623886108,QCM,,False,q-savoir,mots
1146,5.2,@connectique,skillSOY42QnV2sBfy,3,challengePM2WmjxlmChQN,"Un ordinateur a des ports qui permettent de brancher des périphériques (carte SD, écran, imprimante, etc.).

Comment s’appelle le port encadré ci-dessous ?",-3.391051769256592,0.4730950593948364,QCU,,False,q-savoir,mots
1147,5.2,@appliOS,skill1nzwxsuW8Yyf4h,3,challengeSoObP1tcIgnXy,"Pour chaque programme, indiquez s'il s'agit d'un **système d'exploitation** ou d'une **application ou logiciel**.",0.317494124174118,1.1878666877746582,QROCM-ind,,False,q-savoir,petit
1148,4.1,@choixmotdepasse,recgOc2OreHCosoRp,1,recp9jXjTsNHraMSr,"Laura a consulté les messages du téléphone de Tom car son code PIN était facile à deviner.

Voici l'accès à son téléphone.

Trouvez son code PIN pour répondre à la question. ",-2.869992256164551,0.7492755055427551,QROC,,True,e-preuve,mots
1149,3.4,@créerProgramme,rec2mI3Elugk3z66L,6,rec1d1RDECoTUsukB,"Le fichier contient un programme écrit en python. 

Le programme construit un mot secret mais il ne l'affiche pas.

Modifiez ce programme afin que à chaque itération de la boucle :
- la variable **a** augmente de 2
- la variable **b** diminue de 1

Ajoutez une instruction pour faire afficher le mot secret construit. 

Quel est ce mot secret ?",2.375149965286255,1.917114496231079,QROC,,False,e-preuve,mots
1150,3.4,@exécuterAlgo,skill2dZ9loNrdRUq2X,1,challenge20FaHCNyiDEMiI,"Le pion est dans la case C3 du tableau ci-dessous.

Le schéma décrit l'algorithme de déplacement du pion, case par case.

Dans quelle case arrive-t-il ?
",-1.045772910118103,1.0792180299758911,QCU,,False,q-situation,mots
1151,2.1,@conversation,skill1DbWfXibjwaM1w,2,challenge2cqGJ3Elkaft82,"Dans la messagerie ci-dessous, écrivez un nouveau message à votre contact Marie.

Envoyez-lui :
> Bonjour",-1.685867428779602,1.607372164726257,QROC,,True,e-preuve,mots
1152,3.2,@retouchImage,rec2e4NDZMQE4UqhI,1,challengeR5UKIP64DKgeA,"Mettez l’image dans le cadre, puis donnez à l’image la même taille que le cadre.",-3.793233633041382,1.0515847206115725,QROC,,True,e-preuve,mots
1153,3.3,@métadonnéesDoc,recculI6E4fukySah,4,rec2b8WXFAp8JEFsL,"On soupçonne Fanny de ne pas avoir créé elle-même ce document mais de l'avoir récupéré.

Comment se prénomme la personne qui a créé le document initialement ?",1.7380361557006836,1.8719812631607056,QROC,,False,e-preuve,mots
1154,4.1,@phishing,skill1z1cx3Oo6rK8Q6,4,challenge12XPzocJIGJjgX,"Parmi les messages reçus dans l’application ci-dessous, lesquels semblent malveillants ?",1.432206630706787,0.8140139579772949,QCM,,True,q-situation,mots
1155,3.3,@IADroitsAuteur,skill1waXuiBEoCqFQu,5,challenge1rNtNY6guuvwmG,"Martin a généré une vidéo d’hypertrucage (*deepfake*) mettant en scène l’acteur Omar Sy pour promouvoir ses produits minceur sur son site web.

Omar Sy n’a jamais donné son accord.

Quels délits Martin a-t-il commis ?",5.317127704620361,0.8098446726799011,QCM,,False,q-situation,mots
1156,1.1,@sourceInfo,recKbi4ppZT0Nb148,5,challenge1rFGIuGWTveCjx,"Frédéric partage souvent des articles lus sur le web… mais ne vérifie pas toujours ses sources. 

[Sur sa page web](https://epreuves.pix.fr/fredericfalse/fredericfalse.html?mode=o&lang=fr), quels articles relaient des informations **vérifiées** ?",1.7141577005386353,1.1447986364364624,QCM,,False,q-situation,mots
1157,2.1,@outilsVisio,skill18HvIePz4qgKwj,2,challenge1QHi7Ghc3bPnYs,Sélectionnez une application qui permet de faire des **appels vidéo**.,-3.9056081771850586,1.1381598711013794,QROC,,True,q-savoir,mots
1158,2.1,@outilsMsgélectronique,skillUedLjQuPAfxF0,1,challenge2G4oHqHo7wIkV8,Que doit **obligatoirement** avoir Zoé pour envoyer un mail ?,-2.349909543991089,1.1151721477508545,QCU,,False,q-savoir,mots
1159,2.1,@outilsVisio,skillPBrIw2oqb8mUr,1,challengeRdlMnpYkV3EFr,Que montre l’écran de smartphone ci-dessous ?,-3.1210145950317383,0.8143977522850037,QCU,,False,q-situation,mots
1160,1.2,@methodo,skill2loXVlzSgTtqev,7,challenge1DEkwMFICraUdr,"Différentes méthodes de sauvegarde existent pour être en mesure de restaurer entièrement ou partiellement un système informatique après un incident.

* Associez chacune des caractéristiques ci-dessous à la méthode de sauvegarde qui lui correspond : **complète**, **différentielle** ou **incrémentale**.
* Si on a effectué 7 sauvegardes, combien seront utilisées pour restaurer tous les fichiers avec chacune de ces méthodes ?
",3.958185195922852,1.333735466003418,QROCM-ind,,False,q-savoir,petit
1161,1.3,@remplir,recTTTzjB4q2lgdql,6,recbgvfAJNjWFj0gO,"Samia, Kevin et Jason ont gardé la trace de leurs ventes quotidiennes du mois de juillet 2016.

Dans la feuille **Bilan**, il manque les résultats de Jason. 

Insérez une colonne entre Samia et Kevin et reportez-y les résultats de Jason.

Quel mot secret apparait en F2 ?",0.8271341919898987,1.3537296056747437,QROC,,False,e-preuve,mots
1162,3.4,@créerProgramme,rec2mI3Elugk3z66L,6,recYmemWRfIvdPG6,"Le fichier contient un programme écrit en python. 

Le programme construit un mot secret mais il ne l'affiche pas.

Modifiez ce programme afin que à chaque itération de la boucle :
- la variable **a** augmente de 2
- la variable **b** diminue de 1

Ajoutez une instruction pour faire afficher le mot secret construit. 

Quel est ce mot secret ?",2.345266819000244,2.0768725872039795,QROC,,False,e-preuve,mots
1163,1.2,@propFichier,skillQTc9KmavZsGJk,2,challenge2LMBuR7XrXNwb7,"Dans l’application ci-dessous :
* Quel est le nom du fichier de type **Image** ?
* Quelle est la taille de ce fichier ?",-1.1793478727340698,1.446939468383789,QROCM-ind,,True,q-situation,mots
1164,4.2,@collecteDonnées,skill2G4Pzw76F1KuSw,6,challenge1HYKEwqqV9ux6I,"Khadija reçoit beaucoup de courriers électroniques publicitaires.

Elle veut empêcher les expéditeurs de ces courriers de savoir si elle les a ouverts.

Configurez la messagerie ci-dessous pour limiter le pistage des courriers qu'elle reçoit.

- Une fois la configuration effectuée, quel mot apparaît ?
- De quelle technique de pistage est-elle ainsi protégée ?",2.605232954025269,1.621448278427124,QROCM-ind,,True,e-preuve,mots
1165,5.1,@problèmeImprimante,skill12YB9U6g7fTfnv,3,challenge2IDzRhZAr3N0i3,"Fatima a lancé l’impression de plusieurs documents, mais elle se rend compte qu’il n’y a presque plus d’encre dans son imprimante.

Elle veut imprimer son CV en priorité.

Dans l’application ci-dessous :
* ouvrez le gestionnaire d’impression 
* mettez en pause les impressions en cours 
* démarrez l’impression du CV",-1.1492960453033447,1.5733771324157717,QROC,,True,e-preuve,mots
1166,1.3,@calcul,reckRFT0HOToVzYFV,6,challengeVxHWmt6vT8xTs,"Virginie organise un rallye avec 30 équipes. Elle veut créer un code pour désigner chaque équipe. 

Elle a commencé à la main, mais elle voudrait le faire calculer à l'aide d'une formule. 

Proposez une formule comportant **une seule fonction** et à **recopier vers le bas** dans la colonne A du fichier à télécharger. 

Quelle formule sera **en A9** ?",2.6155459880828857,1.959533214569092,QROC,,False,e-preuve,mots
1167,1.1,@utiliserserv,rec0aOgRFRJ1qPG0b,6,recy0kPtFUtpfGP9W,"Aurélie est montée dans le métro après avoir pris cette photo sur le quai.

Elle est descendue quatre arrêts plus loin.

Selon la direction qu’elle a prise, elle peut être arrivée à deux stations différentes.

Lesquelles ?
",3.2410848140716557,1.419179916381836,QROCM-dep,,False,e-preuve,mots
1168,4.3,@reduireImpact,skill20EqHvEs4c750r,2,challenge1uvNPNG5vn5DoV,Dans quelle situation un ordinateur **ne** consomme-t-il **pas** d’électricité ?,-1.8424071073532104,1.0986133813858032,QCU,,False,q-savoir,mots
1169,1.2,@propFichier,skillQTc9KmavZsGJk,2,challenge2wOQokv54fRg1D,"Dans l’application ci-dessous :
* Quel est le nom du fichier de type **Image** ?
* Quelle est la taille de ce fichier ?",-1.139374613761902,1.4526526927947998,QROCM-ind,,True,q-situation,mots
1170,1.2,@methodo,skill1qxskGHo55QTkn,1,challenge23LXTgXMEhNGQ8,"Dans l’application ci-dessous, mettez le fichier **Classement** sur la clé USB pour le sauvegarder.",-1.4476637840270996,1.5380724668502808,QROC,,True,q-situation,mots
1171,3.3,@enTetePdpage,skillVoS1PI0cnUrnv,2,challenge2x1CujKv7Kcsn4,"Consultez ce document.

Quel est son en-tête ?

Quel est son pied de page ?",1.6095916032791138,1.495455265045166,QROCM-ind,,True,,mots
1172,3.3,@paramImpression,skillX8kWt4AVuQal4,4,challenge2l6rrLM3IeMTZ4,Combien de pages seront imprimées ?,1.5468800067901611,1.3508340120315552,QROC,,False,q-situation,nombre
1173,3.3,@métadonnéesDoc,recculI6E4fukySah,4,recVBB0ZrAeyWB2x,"On soupçonne Fanny de ne pas avoir créé elle-même ce document mais de l'avoir récupéré.

Comment se prénomme la personne qui a créé le document initialement ?",1.6780797243118286,1.9201372861862185,QROC,,False,e-preuve,mots
1174,3.4,@terminal,skill1TkjeoKkiog9qN,5,challenge1TJRgGMOHhXjbl,"L’application ci-dessous simule un terminal UNIX qui permet de gérer les fichiers stockés sur un ordinateur.

<style>
.cmd {
    background: black;
                        font-family: arial;
                border-radius: 5px;
                color:white;
    margin-right: 3px;
    padding: 0 5px;
}
</style>

Pour voir les commandes disponibles, tapez <span class=""cmd"">&nbsp;help&nbsp;</span>.

Une photographie est mal rangée. Trouvez-la, puis placez-la dans le dossier qui convient. ",2.0186989307403564,1.9556646347045896,QROC,,True,e-preuve,mots
1175,3.3,@miseEnPageTxt,recTmjG8ygtFjGfP9,4,recpwc24raTX0y5Kv,"Dans le document à télécharger :

- Mettez les pages en orientation paysage.

- Mettez toutes les marges hautes, basses, droites et gauches à 2 cm.

Combien de pages obtenez-vous ?",1.1804720163345337,1.5798494815826416,QROC,,False,,nombre
1176,2.3,@modeRevision,recndA9SGppAM2ClX,6,recMX1RAZ6n7bDEBk,"Samira a modifié le menu du jour que Juliette lui avait envoyé.

Retrouvez les modifications proposées par Samira : 

- acceptez celles concernant les entrées,

- refusez celles concernant les plats et les desserts.

Combien de caractères (en incluant les espaces) contient la version finale du menu ?",2.337236166000366,1.43687903881073,QROC,,False,e-preuve,nombre
1177,2.3,@cloudPartagé,skillTVnclH74vOiMr,5,challenge1URF5rAb4Rv0as,"Deux personnes rejoignent votre entreprise et ont accès à l'espace Pix cloud ci-dessous : 

- Salima (salima@pixmail.org), nouvelle directrice du pôle communication, doit pouvoir paramétrer les droits de son équipe.
- Jeff (jeff@pixmail.org), stagiaire aux ressources humaines, doit pouvoir consulter les fichiers de son équipe.

Faites en sorte que Salima et Jeff puissent travailler avec leur équipe sur cet espace.",0.693505048751831,1.5073325634002686,QROC,,True,,mots
1178,5.2,@connectique,skill2A3UYCTrAMxaP8,2,challengeZY89C3ZZfZ6N6,Où doit-on brancher la souris sur cet ordinateur portable ? ,-3.6237034797668457,0.6564818620681763,QCU,,False,q-situation,mots
1179,4.1,@gestionmotdepasse,skillYhwDse00wyj8c,4,challenge18DcUc0OajyWNy,"Les identifiants de connexion d’Austin pour différents services en ligne sont affichés ci-dessous.

L’adresse électronique et le mot de passe des utilisateurs du site **Jardins & Sapins** ont été dévoilés.

Sélectionnez les **deux comptes** pour lesquels Austin doit changer le mot de passe **le plus rapidement possible**.",2.5857057571411133,0.6014255881309509,QROC,,True,q-situation,mots
1180,2.1,@répondreMail,skill28p87p3Ot90Umv,5,challenge2LrFZTx80g52w5,"Jean-Marc organise un événement.

Il a envoyé le courrier électronique ci-dessous pour présenter l’événement.

Associez chacune des situations suivantes avec **Répondre**, **Répondre à tous** ou **Transférer**.",-0.0355331189930439,1.1808714866638184,QROCM-ind,,False,e-preuve,mots
1181,5.1,@connaissanceConnex,skill2XtaKoTna0Ukrl,1,challenge1XK5h25pJEbCqD,Quel moyen permet de connecter un ordinateur à Internet ?,-2.2359707355499268,1.2218365669250488,QCU,,False,q-savoir,mots
1182,3.4,@exécuterAlgo,skill2HxSPYEBRk70zK,2,challenge1eOs8O5zEngcVp,"Le pion est dans la case C3 du tableau ci-dessous.

Le schéma décrit l’algorithme de déplacement du pion, case par case.

Dans quelle case le pion arrive-t-il ?",-0.4878215491771698,1.390148401260376,QROC,,False,q-situation,petit
1183,5.1,@pbDroits,skill1oLwrlfTjQmi68,3,challenge2NqEyk6baHMUjz,"Virginie **n**’a **pas** les droits d’administrateur sur son ordinateur.

Quelles sont les actions qu’elle **ne** peut **pas** faire ?",0.2286981046199798,1.1954576969146729,QCM,,False,q-situation,mots
1184,1.3,@extraire,rec1vRwGybfjq1Adm,1,challenge2N0upntbnIdusX,"Le tableau ci-dessous affiche un catalogue de chaussures. 

À l’aide d’un filtre, affichez uniquement les chaussures de **couleur rouge**. 

Combien y a-t-il de résultats ?",-0.9989840388298036,1.5428919792175293,QROC,,True,e-preuve,nombre
1185,1.3,@form_nb,skill1tfURr1dMlzHfo,4,challenge2x9pA96vc9htft,"D’après l’illustration ci-dessous, que va afficher la cellule A1 après validation du nouveau format avec le bouton « OK » ?",1.4999159574508667,1.7617859840393066,QROC,,False,q-situation,mots
1186,2.2,@vocRS,skill2owPI6Fz4TC0CU,2,challenge2mIQKPXDoKdVby,Comment appelle-t-on une publication qui disparaît généralement au bout de 24 heures sur les réseaux sociaux ?,-3.01089096069336,0.5974437594413757,QCU,,True,q-savoir,mots
1187,3.4,@terminal,skillLhsPFU09OWmo6,4,challengePr8Y84fSEwOss,"L’application ci-dessous simule un terminal UNIX permettant de gérer les fichiers stockés sur un ordinateur.

<style>
.cmd {
    background: black;
                        font-family: arial;
                border-radius: 5px;
                color:white;
    margin-right: 3px;
    padding: 0 5px;
}
</style>

Pour voir les commandes disponibles, tapez <span class=""cmd"">&nbsp;help&nbsp;</span> puis validez.

Cherchez le plus gros fichier, puis effacez-le.
",1.8554010391235352,2.0928525924682617,QROC,,True,e-preuve,mots
1188,2.3,@agendaPartage,skill1rxStNX32sO4Nl,1,challenge1XLLWqxp77O0Dd,"Laurence a accès aux **agendas en ligne** des membres de son équipe. 

Elle voit l’écran ci-dessous.

Qui a rendez-vous **jeudi matin** ?",-1.8150511980056765,1.120141863822937,QROC,,False,q-situation,petit
